confA,confB,infAB,infBA
aaai,aamas,0.000428661763873685,0.308787879221022
aaai,accv,1.71718288247775e-07,0.0269741464040343
aaai,acl,0.151352815854877,0.223867674054803
aaai,alt,0.1053031769474,0.0608698111974716
aaai,bmvc,0.0162108345884586,0.00162151741514105
aaai,coling,0.0273126498397561,0.356729965396122
aaai,colt,0.106291152361009,0.052208323439808
aaai,connection,0.038417709721715,2.31309909167555e-11
aaai,cvpr,0.115241511372398,0.509644017565769
aaai,ecai,0.187928127558984,0.128257825623799
aaai,eccv,0.019799796169571,0.000238484804361295
aaai,emnlp,0.359742559831653,0.421624894230804
aaai,gecco,1.28019274430871e-158,1.76763030827319e-12
aaai,icann,0.377562396129362,0.0834023589035053
aaai,icaps,0.154217880982473,0.185104198075483
aaai,icb,0.79725577882786,0.00285184991416259
aaai,iccbr,0.085560555812448,0.278509008116265
aaai,iccv,0.0496931717131948,0.249667194704146
aaai,icdar,0.352225821481994,0.58649414263619
aaai,icml,0.0458894873163605,0.205763003904989
aaai,iconip,0.326461467312724,0.628161471956875
aaai,icpr,0.000581281408006055,0.0402669319409439
aaai,icra,0.00135286585844772,0.00197902743788917
aaai,ictai,0.0633864140656692,0.391866708316081
aaai,ijcai,0.113131202204964,0.29306058988409
aaai,ijcnn,8.5645731038944e-246,0.793404930246902
aaai,ilp,0.00171588138026739,0.0561203901775839
aaai,kr,0.125542516288084,0.00710070728032276
aaai,ksem,0.294126411444885,0.834570548008576
aaai,ml,0.583076775939897,0.00048846584690825
aaai,naacl,0.0436168327116665,0.694542614883354
aaai,nips,0.176212631521755,0.0211171383578363
aaai,pricai,0.0546172890615275,0.0510963683853054
aaai,pris,0.786654316597192,0.786654316597192
aaai,uai,0.000762034021029782,0.181487439182655
aamas,acl,0.000343102056512217,0.000497298296532648
aamas,alt,0.197680425596458,0.759701831324613
aamas,coling,0.76446574499125,1.86830130826403e-08
aamas,colt,0.00722199357212477,0.635169411761364
aamas,connection,0.533137546616149,0.299268122732511
aamas,cvpr,0.000338868013428356,3.24943776269165e-56
