from_citing,to_base,current_year,year_cited_papers,selected_cited_papers_in_year_no,all_cited_papers_in_year_no
iconip,pris,2006,2001,1,172
iconip,pris,2008,2006,1,154
iconip,pris,2012,2001,1,95
